ticket_id,created_at,first_response_at,resolved_at,channel,category,subcategory,status,priority,summary,root_cause_tag,next_action
"CX-202608-0306","2026-08-10 22:18:04","2026-08-10 22:53:04","2026-08-12 09:40:39","전화","오류·장애","접속 장애","해결","긴급","접속 대기 화면이 계속 표시되어 확인 요청 (이용 중 확인)","서비스 장애 영향 가능성","영향 범위 확인 후 장애 처리 담당 연결 결과 기록 및 재문의 여부 확인"
"CX-202608-0240","2026-08-11 08:55:46","2026-08-11 09:35:46","2026-08-13 12:08:06","채팅","서비스 이용","기능 사용법","해결","일반","주요 기능을 처음 사용하는 순서를 문의 (문의 재접수)","사용법 안내 부족 가능성","기능 도움말 제공 및 설명 보완 항목 기록 결과 기록 및 재문의 여부 확인"
"CX-202608-0104","2026-08-11 11:29:10","2026-08-11 12:38:10","2026-08-11 19:46:41","채팅","가입·온보딩","초기 설정","해결","높음","가입 완료 후 초기 설정 메뉴 위치를 찾지 못함","온보딩 안내 부족 가능성","초기 설정 도움말 제공 및 노출 위치 검토 결과 기록 및 재문의 여부 확인"
"CX-202608-0406","2026-08-11 12:31:15","2026-08-11 14:00:15","2026-08-12 09:00:57","채팅","의견·요청","기능 개선 요청","해결","일반","이용 이력을 더 쉽게 찾을 수 있도록 제안 (첫 이용)","이용 동선 확인 필요","활용 맥락 기록 후 개선 검토 목록 연결 결과 기록 및 재문의 여부 확인"
"CX-202608-0114","2026-08-11 12:36:31","2026-08-11 13:20:31","2026-08-12 14:04:46","채팅","가입·온보딩","사용 시작 방법","해결","일반","첫 이용에 필요한 준비 사항을 확인 요청 (모바일 이용)","사용 시작 경로 확인 필요","첫 이용 가이드와 시작 경로 안내 결과 기록 및 재문의 여부 확인"
"CX-202608-0111","2026-08-11 13:58:34","2026-08-11 14:38:34","2026-08-11 17:34:14","전화","가입·온보딩","가입 절차","해결","높음","가입 신청 후 남은 절차를 확인 요청 (웹 이용)","가입 절차 안내 확인 필요","가입 단계와 필수 항목 안내 결과 기록 및 재문의 여부 확인"
"CX-202608-0247","2026-08-11 14:54:31","2026-08-11 16:33:31","2026-08-12 00:35:46","전화","서비스 이용","기능 사용법","해결","높음","이용 중인 기능의 기본 동작 방식을 확인 요청","사용법 안내 부족 가능성","기능 도움말 제공 및 설명 보완 항목 기록 결과 기록 및 재문의 여부 확인"
"CX-202608-0108","2026-08-11 15:57:24","2026-08-11 17:42:24","2026-08-11 22:27:11","채팅","가입·온보딩","사용 시작 방법","해결","일반","사용 시작 안내를 다시 볼 수 있는지 문의 (첫 이용)","사용 시작 경로 확인 필요","첫 이용 가이드와 시작 경로 안내 결과 기록 및 재문의 여부 확인"
"CX-202608-0203","2026-08-11 16:09:40","2026-08-11 16:53:40","2026-08-12 05:31:19","채팅","서비스 이용","콘텐츠/기능 접근","해결","일반","현재 이용 상태에서 사용할 수 있는 메뉴를 문의 (웹 이용)","접근 조건 안내 확인 필요","이용 권한과 접근 조건 대조 후 안내 결과 기록 및 재문의 여부 확인"
"CX-202608-0089","2026-08-11 16:21:46","2026-08-11 17:31:46","2026-08-12 17:39:36","채팅","가입·온보딩","초기 설정","해결","일반","초기 설정을 건너뛰었는데 다시 진행할 수 있는지 문의 (이용 중 확인)","온보딩 안내 부족 가능성","초기 설정 도움말 제공 및 노출 위치 검토 결과 기록 및 재문의 여부 확인"
"CX-202608-0337","2026-08-11 18:05:46","2026-08-11 20:03:46","2026-08-12 11:00:20","이메일","해지·변경","서비스 종료 절차","해결","일반","이용 종료 전 확인할 항목을 문의 (모바일 이용)","종료 절차 안내 확인 필요","종료 절차와 사전 확인 항목 안내 결과 기록 및 재문의 여부 확인"
"CX-202608-0314","2026-08-11 18:24:04","2026-08-11 18:39:04","2026-08-13 02:32:02","채팅","오류·장애","앱 오류","해결","일반","앱에서 특정 메뉴를 열면 응답이 멈춤 (첫 이용)","앱 환경 확인 필요","앱 버전과 발생 환경 확인 후 재현 요청 결과 기록 및 재문의 여부 확인"
"CX-202608-0381","2026-08-11 18:33:19","2026-08-11 19:32:19","2026-08-14 12:42:25","채팅","정책·혜택","프로모션","해결","일반","프로모션 참여가 정상 반영되었는지 확인 요청 (웹 이용)","참여 조건 안내 확인 필요","프로모션 기간과 대상 조건 확인 결과 기록 및 재문의 여부 확인"
"CX-202608-0395","2026-08-11 18:49:56","2026-08-11 19:08:56","2026-08-11 22:52:32","전화","의견·요청","기능 개선 요청","해결","일반","이용 이력을 더 쉽게 찾을 수 있도록 제안 (웹 이용)","이용 동선 확인 필요","활용 맥락 기록 후 개선 검토 목록 연결 결과 기록 및 재문의 여부 확인"
"CX-202608-0163","2026-08-11 19:00:28","2026-08-11 19:11:28","2026-08-12 02:29:17","이메일","결제·환불","결제수단 변경","해결","일반","다음 결제부터 다른 결제수단을 사용하고 싶음","결제 설정 경로 확인 필요","결제수단 변경 경로와 적용 시점 안내 결과 기록 및 재문의 여부 확인"
"CX-202608-0128","2026-08-11 19:37:41","2026-08-11 21:32:41","2026-08-14 17:21:18","채팅","결제·환불","환불 기준","해결","높음","사용을 시작한 뒤에도 환불할 수 있는지 문의 (재이용)","환불 안내 부족 가능성","이용 이력과 환불 기준 확인 후 안내 결과 기록 및 재문의 여부 확인"
"CX-202608-0365","2026-08-12 08:36:27","2026-08-12 09:22:27","2026-08-14 12:02:44","채팅","정책·혜택","혜택 적용","해결","일반","받은 혜택을 어디에서 사용하는지 문의","혜택 상태 확인 필요","혜택 사용 이력과 적용 상태 확인 결과 기록 및 재문의 여부 확인"
"CX-202608-0409","2026-08-12 10:54:47","2026-08-12 12:16:47","2026-08-12 22:12:51","이메일","기타","일반 문의","해결","일반","고객지원 이용 방법과 운영 시간을 문의 (모바일 이용)","지원 경로 안내 확인 필요","지원 채널과 답변 확인 경로 안내 결과 기록 및 재문의 여부 확인"
"CX-202608-0334","2026-08-12 11:16:22","2026-08-12 13:11:22","2026-08-13 04:18:25","전화","해지·변경","구독 해지","해결","일반","구독 해지 메뉴로 이동하는 방법을 문의 (웹 이용)","해지 안내 부족 가능성","해지 상태와 잔여 이용 기간 안내 결과 기록 및 재문의 여부 확인"
"CX-202608-0273","2026-08-12 12:25:21","2026-08-12 14:14:21","2026-08-13 07:55:21","채팅","오류·장애","화면 오류","해결","높음","일부 화면의 안내 문구가 겹쳐서 보임 (모바일 이용)","화면 표시 오류 확인 필요","화면 환경과 데이터 갱신 상태 확인 결과 기록 및 재문의 여부 확인"
"CX-202608-0418","2026-08-12 15:38:51","2026-08-12 21:05:51","2026-08-13 10:53:52","앱 리뷰","기타","일반 문의","해결","일반","문의 접수 후 답변 확인 방법을 문의","지원 경로 안내 확인 필요","지원 채널과 답변 확인 경로 안내 결과 기록 및 재문의 여부 확인"
"CX-202608-0229","2026-08-12 17:09:10","2026-08-12 20:54:10","2026-08-13 17:15:30","앱 리뷰","서비스 이용","설정 변경","해결","일반","기본 설정으로 되돌리는 방법을 문의 (첫 이용)","설정 안내 경로 확인 필요","설정 저장 조건과 변경 경로 안내 결과 기록 및 재문의 여부 확인"
"CX-202608-0171","2026-08-12 17:11:03","2026-08-12 20:32:03","2026-08-13 10:08:07","앱 리뷰","결제·환불","환불 진행상태","해결","높음","환불 완료 안내와 실제 반영 시점의 차이를 문의 (재이용)","진행상태 노출 확인 필요","환불 진행상태 확인 후 예상 일정 안내 결과 기록 및 재문의 여부 확인"
"CX-202608-0388","2026-08-12 20:04:57","2026-08-13 08:11:57","2026-08-14 05:55:33","이메일","의견·요청","신규 기능 요청","해결","일반","자주 사용하는 설정을 저장하는 기능을 요청","추가 수요 확인 필요","요청 목적 기록 및 기존 대안 안내 결과 기록 및 재문의 여부 확인"
"CX-202608-0331","2026-08-12 21:44:11","2026-08-13 02:41:11","2026-08-13 21:35:02","앱 리뷰","해지·변경","자동결제 해제","해결","일반","다음 자동결제를 중지하는 방법을 문의","결제 설정 안내 확인 필요","자동결제 설정 상태와 다음 예정일 확인 결과 기록 및 재문의 여부 확인"
"CX-202608-0338","2026-08-12 21:52:21","2026-08-12 23:31:21","2026-08-13 01:25:02","채팅","해지·변경","구독 해지","해결","일반","구독 해지 후 남은 기간에도 이용할 수 있는지 문의 (웹 이용)","해지 안내 부족 가능성","해지 상태와 잔여 이용 기간 안내 결과 기록 및 재문의 여부 확인"
"CX-202608-0037","2026-08-12 22:31:17","2026-08-12 23:55:17","2026-08-13 16:27:48","전화","계정·접근","계정 정보 변경","해결","일반","연락처 변경 후 다시 인증해야 하는지 문의","안내 부족 가능성","정보 변경 경로와 인증 조건 안내 결과 기록 및 재문의 여부 확인"
"CX-202608-0175","2026-08-13 09:49:43","2026-08-13 16:44:43","2026-08-15 02:49:43","앱 리뷰","결제·환불","환불 기준","해결","일반","환불 신청 기한과 제외 조건을 확인 요청","환불 안내 부족 가능성","이용 이력과 환불 기준 확인 후 안내 결과 기록 및 재문의 여부 확인"
"CX-202608-0297","2026-08-13 10:06:31","2026-08-13 10:28:31","2026-08-13 16:58:07","채팅","오류·장애","접속 장애","해결","긴급","접속 대기 화면이 계속 표시되어 확인 요청 (모바일 이용)","서비스 장애 영향 가능성","영향 범위 확인 후 장애 처리 담당 연결 결과 기록 및 재문의 여부 확인"
"CX-202608-0287","2026-08-13 12:03:58","2026-08-13 13:09:58","2026-08-14 19:08:22","채팅","오류·장애","화면 오류","해결","일반","화면을 새로 열어도 이전 정보가 계속 나타남","화면 표시 오류 확인 필요","화면 환경과 데이터 갱신 상태 확인 결과 기록 및 재문의 여부 확인"
"CX-202608-0053","2026-08-13 12:47:48","2026-08-13 13:20:48","2026-08-14 20:23:35","이메일","계정·접근","로그인 실패","해결","긴급","정상 계정으로 로그인했지만 접속이 유지되지 않음 (첫 이용)","인증 오류 확인 필요","인증 상태 및 오류 로그 확인 결과 기록 및 재문의 여부 확인"
"CX-202608-0139","2026-08-13 13:55:47","2026-08-13 15:01:47","2026-08-13 22:33:47","전화","결제·환불","환불 기준","해결","일반","사용을 시작한 뒤에도 환불할 수 있는지 문의 (이용 중 확인)","환불 안내 부족 가능성","이용 이력과 환불 기준 확인 후 안내 결과 기록 및 재문의 여부 확인"
"CX-202608-0380","2026-08-13 14:43:44","2026-08-13 15:35:44","2026-08-14 06:09:25","이메일","정책·혜택","프로모션","해결","일반","진행 중인 프로모션의 참여 조건을 문의","참여 조건 안내 확인 필요","프로모션 기간과 대상 조건 확인 결과 기록 및 재문의 여부 확인"
"CX-202608-0140","2026-08-13 15:22:53","2026-08-13 16:26:53","2026-08-13 23:58:00","채팅","결제·환불","환불 기준","해결","일반","환불 가능한 금액이 어떻게 계산되는지 문의 (웹 이용)","환불 안내 부족 가능성","이용 이력과 환불 기준 확인 후 안내 결과 기록 및 재문의 여부 확인"
"CX-202608-0136","2026-08-13 17:23:54","2026-08-13 18:13:54","2026-08-14 05:50:35","전화","결제·환불","환불 진행상태","해결","일반","환불 접수 안내를 받았지만 다음 일정이 보이지 않음 (첫 이용)","진행상태 노출 확인 필요","환불 진행상태 확인 후 예상 일정 안내 결과 기록 및 재문의 여부 확인"
"CX-202608-0041","2026-08-13 18:13:37","2026-08-13 20:01:37","2026-08-14 20:28:24","채팅","계정·접근","비밀번호 재설정","해결","일반","재설정 링크를 눌러도 다시 로그인 화면으로 이동함 (이용 중 확인)","사용 경로 확인 필요","재설정 링크와 안내 절차 확인 결과 기록 및 재문의 여부 확인"
"CX-202608-0238","2026-08-13 19:39:05","2026-08-14 01:42:05","2026-08-14 23:55:01","앱 리뷰","서비스 이용","이용 방법","해결","일반","이용 이력을 다시 확인하는 방법을 문의 (재이용)","사용 경로 확인 필요","이용 경로 안내 및 도움말 접근성 검토 결과 기록 및 재문의 여부 확인"
"CX-202608-0373","2026-08-13 20:26:04","2026-08-14 05:16:04","2026-08-14 18:03:09","이메일","정책·혜택","할인 조건","해결","일반","할인 적용 조건과 제외 대상을 문의 (모바일 이용)","할인 조건 확인 필요","할인 적용 기준과 중복 조건 대조 결과 기록 및 재문의 여부 확인"
"CX-202608-0392","2026-08-13 20:41:13","2026-08-13 21:11:13","2026-08-14 13:13:55","채팅","의견·요청","신규 기능 요청","해결","높음","변경 사항을 미리 안내받는 기능을 제안","추가 수요 확인 필요","요청 목적 기록 및 기존 대안 안내 결과 기록 및 재문의 여부 확인"
"CX-202608-0336","2026-08-13 21:44:31","2026-08-13 22:05:31","2026-08-14 02:57:29","채팅","해지·변경","구독 해지","해결","높음","구독 해지 메뉴로 이동하는 방법을 문의 (첫 이용)","해지 안내 부족 가능성","해지 상태와 잔여 이용 기간 안내 결과 기록 및 재문의 여부 확인"
"CX-202608-0035","2026-08-13 22:15:09","2026-08-14 06:12:09","2026-08-14 12:17:28","앱 리뷰","계정·접근","계정 정보 변경","해결","일반","계정 정보 수정 메뉴의 위치를 찾지 못함","안내 부족 가능성","정보 변경 경로와 인증 조건 안내 결과 기록 및 재문의 여부 확인"
"CX-202608-0225","2026-08-14 09:28:58","2026-08-14 14:05:58","2026-08-15 04:36:23","앱 리뷰","서비스 이용","이용 방법","해결","일반","자주 사용하는 메뉴에 빠르게 접근하는 방법을 문의 (첫 이용)","사용 경로 확인 필요","이용 경로 안내 및 도움말 접근성 검토 결과 기록 및 재문의 여부 확인"
"CX-202608-0070","2026-08-14 10:56:44","2026-08-14 12:29:44","2026-08-15 05:38:10","채팅","계정·접근","로그인 실패","해결","일반","정상 계정으로 로그인했지만 접속이 유지되지 않음 (안내 확인 후)","인증 오류 확인 필요","인증 상태 및 오류 로그 확인 결과 기록 및 재문의 여부 확인"
"CX-202608-0296","2026-08-14 15:49:06","2026-08-14 16:00:06","2026-08-16 01:22:26","채팅","오류·장애","접속 장애","해결","높음","연결이 끊겨 진행 중인 작업을 완료하지 못함 (재이용)","서비스 장애 영향 가능성","영향 범위 확인 후 장애 처리 담당 연결 결과 기록 및 재문의 여부 확인"
"CX-202608-0184","2026-08-14 17:41:30","2026-08-14 19:38:30","2026-08-16 07:58:24","채팅","결제·환불","중복 결제","해결","일반","같은 이용 건에 결제 안내가 두 번 도착함 (모바일 이용)","중복 승인 여부 확인 필요","거래 식별값 대조 후 중복 여부 확인 결과 기록 및 재문의 여부 확인"
"CX-202608-0162","2026-08-14 19:02:42","2026-08-14 19:12:42","2026-08-15 00:51:55","채팅","결제·환불","결제수단 변경","해결","일반","등록된 결제수단을 삭제하는 방법을 문의 (모바일 이용)","결제 설정 경로 확인 필요","결제수단 변경 경로와 적용 시점 안내 결과 기록 및 재문의 여부 확인"
"CX-202608-0357","2026-08-14 22:54:53","2026-08-14 23:47:53","2026-08-16 00:47:36","이메일","정책·혜택","프로모션","해결","일반","진행 중인 프로모션의 참여 조건을 문의 (첫 이용)","참여 조건 안내 확인 필요","프로모션 기간과 대상 조건 확인 결과 기록 및 재문의 여부 확인"
"CX-202608-0155","2026-08-15 09:03:00","2026-08-15 10:08:00","2026-08-15 19:11:56","채팅","결제·환불","환불 진행상태","해결","높음","환불 완료 안내와 실제 반영 시점의 차이를 문의 (이용 중 확인)","진행상태 노출 확인 필요","환불 진행상태 확인 후 예상 일정 안내 결과 기록 및 재문의 여부 확인"
"CX-202608-0281","2026-08-15 09:14:22","2026-08-15 10:15:22","2026-08-15 15:21:18","채팅","오류·장애","기능 작동 오류","해결","높음","기능 실행 중 오류 안내가 나타나 작업을 멈춤 (모바일 이용)","추가 로그 확인 필요","발생 시각과 재현 절차 확인 후 담당 이관 결과 기록 및 재문의 여부 확인"
"CX-202608-0294","2026-08-15 09:32:40","2026-08-15 10:00:40","2026-08-19 01:02:45","채팅","오류·장애","기능 작동 오류","해결","일반","기능 실행 중 오류 안내가 나타나 작업을 멈춤 (첫 이용)","추가 로그 확인 필요","발생 시각과 재현 절차 확인 후 담당 이관 결과 기록 및 재문의 여부 확인"
"CX-202608-0176","2026-08-15 11:45:10","2026-08-15 13:02:10","2026-08-16 15:48:32","전화","결제·환불","환불 진행상태","해결","일반","환불 접수 안내를 받았지만 다음 일정이 보이지 않음 (안내 확인 후)","진행상태 노출 확인 필요","환불 진행상태 확인 후 예상 일정 안내 결과 기록 및 재문의 여부 확인"
"CX-202608-0353","2026-08-15 12:49:21","2026-08-15 13:17:21","2026-08-15 23:22:15","전화","정책·혜택","이용 정책","해결","일반","현재 이용 방식이 정책상 가능한지 확인 요청","정책 문구 명확성 확인 필요","관련 정책 항목과 적용 시점 안내 결과 기록 및 재문의 여부 확인"
"CX-202608-0410","2026-08-15 13:41:32","2026-08-15 15:16:32","2026-08-18 01:26:07","앱 리뷰","기타","분류 필요","해결","일반","이전 안내의 후속 확인을 요청했으나 유형이 불명확함 (모바일 이용)","추가 내용 확인 필요","문의 목적 확인 후 담당 및 세부유형 분류 결과 기록 및 재문의 여부 확인"
"CX-202608-0274","2026-08-15 18:37:11","2026-08-15 19:10:11","2026-08-16 12:00:17","이메일","오류·장애","화면 오류","해결","일반","일부 화면의 안내 문구가 겹쳐서 보임 (웹 이용)","화면 표시 오류 확인 필요","화면 환경과 데이터 갱신 상태 확인 결과 기록 및 재문의 여부 확인"
"CX-202608-0033","2026-08-16 08:33:49","2026-08-16 08:52:49","2026-08-17 04:35:10","전화","계정·접근","로그인 실패","해결","일반","정상 계정으로 로그인했지만 접속이 유지되지 않음","인증 오류 확인 필요","인증 상태 및 오류 로그 확인 결과 기록 및 재문의 여부 확인"
"CX-202608-0005","2026-08-16 09:50:04","2026-08-16 11:48:04","2026-08-16 21:04:39","전화","계정·접근","인증 오류","해결","일반","인증번호가 늦게 도착해 입력 시간이 만료됨 (모바일 이용)","인증 전달 경로 확인 필요","인증 발송 이력과 만료 조건 확인 결과 기록 및 재문의 여부 확인"
"CX-202608-0375","2026-08-16 10:36:28","2026-08-16 15:28:28","2026-08-17 07:28:10","앱 리뷰","정책·혜택","혜택 적용","해결","일반","혜택을 선택했지만 적용 표시가 나타나지 않음 (모바일 이용)","혜택 상태 확인 필요","혜택 사용 이력과 적용 상태 확인 결과 기록 및 재문의 여부 확인"
"CX-202608-0324","2026-08-16 10:53:10","2026-08-16 13:54:10","2026-08-16 17:49:03","앱 리뷰","해지·변경","플랜 변경","해결","높음","현재 플랜과 다른 플랜의 이용 범위를 확인 요청 (모바일 이용)","변경 조건 확인 필요","플랜 적용 시점과 차액 기준 안내 결과 기록 및 재문의 여부 확인"
"CX-202608-0367","2026-08-16 12:23:45","2026-08-17 01:14:45","2026-08-17 16:29:57","전화","정책·혜택","할인 조건","해결","높음","여러 할인 중 함께 적용할 수 있는 항목을 문의 (웹 이용)","할인 조건 확인 필요","할인 적용 기준과 중복 조건 대조 결과 기록 및 재문의 여부 확인"
"CX-202608-0322","2026-08-16 13:23:55","2026-08-16 16:13:55","2026-08-17 12:58:19","앱 리뷰","해지·변경","플랜 변경","해결","높음","플랜 변경에 따른 차액 처리 기준을 문의","변경 조건 확인 필요","플랜 적용 시점과 차액 기준 안내 결과 기록 및 재문의 여부 확인"
"CX-202608-0074","2026-08-16 13:25:10","2026-08-16 14:06:10","2026-08-16 19:23:32","전화","가입·온보딩","가입 절차","해결","일반","가입에 필수인 정보와 선택 정보를 구분해 달라고 요청 (모바일 이용)","가입 절차 안내 확인 필요","가입 단계와 필수 항목 안내 결과 기록 및 재문의 여부 확인"
"CX-202608-0362","2026-08-16 15:29:45","2026-08-16 15:45:45","2026-08-17 06:21:11","전화","정책·혜택","프로모션","해결","일반","프로모션 참여가 정상 반영되었는지 확인 요청 (모바일 이용)","참여 조건 안내 확인 필요","프로모션 기간과 대상 조건 확인 결과 기록 및 재문의 여부 확인"
"CX-202608-0158","2026-08-16 15:53:23","2026-08-16 16:42:23","2026-08-18 01:01:59","채팅","결제·환불","결제 실패","해결","높음","승인 실패 안내 후 다시 결제해도 되는지 문의 (모바일 이용)","결제 상태 확인 필요","승인 내역과 이용 권한 반영 상태 확인 결과 기록 및 재문의 여부 확인"
"CX-202608-0342","2026-08-16 16:25:35","2026-08-16 16:59:35","2026-08-16 19:01:49","전화","해지·변경","플랜 변경","해결","일반","이용 중인 플랜을 변경하면 언제 적용되는지 문의","변경 조건 확인 필요","플랜 적용 시점과 차액 기준 안내 결과 기록 및 재문의 여부 확인"
"CX-202608-0027","2026-08-16 18:05:44","2026-08-16 19:02:44","2026-08-17 05:19:52","전화","계정·접근","로그인 실패","해결","높음","로그인 시도가 반복 실패해 이용을 시작하지 못함 (이용 중 확인)","인증 오류 확인 필요","인증 상태 및 오류 로그 확인 결과 기록 및 재문의 여부 확인"
"CX-202608-0071","2026-08-16 18:09:56","2026-08-16 20:04:56","2026-08-18 08:49:05","채팅","계정·접근","비밀번호 재설정","해결","일반","비밀번호 변경 안내 메일의 유효시간을 문의 (재이용)","사용 경로 확인 필요","재설정 링크와 안내 절차 확인 결과 기록 및 재문의 여부 확인"
"CX-202608-0234","2026-08-17 08:17:51","2026-08-17 09:16:51","2026-08-17 20:58:21","채팅","서비스 이용","설정 변경","해결","일반","기본 설정으로 되돌리는 방법을 문의 (이용 중 확인)","설정 안내 경로 확인 필요","설정 저장 조건과 변경 경로 안내 결과 기록 및 재문의 여부 확인"
"CX-202608-0011","2026-08-17 09:20:27","2026-08-17 11:44:27","2026-08-18 17:16:54","앱 리뷰","계정·접근","인증 오류","해결","일반","인증번호를 입력했지만 인증이 완료되지 않음 (첫 이용)","인증 전달 경로 확인 필요","인증 발송 이력과 만료 조건 확인 결과 기록 및 재문의 여부 확인"
"CX-202608-0415","2026-08-17 11:13:29","2026-08-17 18:50:29","2026-08-18 01:44:11","전화","기타","분류 필요","해결","일반","여러 문의를 함께 접수해 세부 분류가 필요함","추가 내용 확인 필요","문의 목적 확인 후 담당 및 세부유형 분류 결과 기록 및 재문의 여부 확인"
"CX-202608-0060","2026-08-17 12:14:09","2026-08-17 13:01:09","2026-08-18 09:58:55","채팅","계정·접근","비밀번호 재설정","해결","높음","비밀번호 변경 안내 메일의 유효시간을 문의 (첫 이용)","사용 경로 확인 필요","재설정 링크와 안내 절차 확인 결과 기록 및 재문의 여부 확인"
"CX-202608-0308","2026-08-17 12:59:20","2026-08-17 13:26:20","2026-08-18 12:31:23","이메일","오류·장애","접속 장애","해결","긴급","서비스 화면이 열리지 않아 이용을 중단함 (재이용)","서비스 장애 영향 가능성","영향 범위 확인 후 장애 처리 담당 연결 결과 기록 및 재문의 여부 확인"
"CX-202608-0382","2026-08-17 13:10:24","2026-08-17 14:46:24","2026-08-18 06:37:35","이메일","정책·혜택","이용 정책","해결","일반","이용 정책의 특정 제한 범위를 문의","정책 문구 명확성 확인 필요","관련 정책 항목과 적용 시점 안내 결과 기록 및 재문의 여부 확인"
"CX-202608-0015","2026-08-17 14:51:55","2026-08-17 15:59:55","2026-08-19 00:44:16","전화","계정·접근","비밀번호 재설정","해결","일반","비밀번호 변경 안내 메일의 유효시간을 문의 (모바일 이용)","사용 경로 확인 필요","재설정 링크와 안내 절차 확인 결과 기록 및 재문의 여부 확인"
"CX-202608-0393","2026-08-17 14:57:37","2026-08-17 15:32:37","2026-08-17 22:51:34","채팅","의견·요청","신규 기능 요청","해결","일반","이용 현황을 한눈에 확인하는 기능을 제안","추가 수요 확인 필요","요청 목적 기록 및 기존 대안 안내 결과 기록 및 재문의 여부 확인"
"CX-202608-0039","2026-08-17 15:17:20","2026-08-17 15:37:20","2026-08-17 21:50:57","전화","계정·접근","로그인 실패","해결","일반","정상 계정으로 로그인했지만 접속이 유지되지 않음 (웹 이용)","인증 오류 확인 필요","인증 상태 및 오류 로그 확인 결과 기록 및 재문의 여부 확인"
"CX-202608-0057","2026-08-17 15:34:34","2026-08-17 17:32:34","2026-08-18 01:20:07","채팅","계정·접근","비밀번호 재설정","해결","높음","비밀번호를 변경한 뒤 로그인 방법을 다시 확인 요청 (모바일 이용)","사용 경로 확인 필요","재설정 링크와 안내 절차 확인 결과 기록 및 재문의 여부 확인"
"CX-202608-0030","2026-08-17 15:40:16","2026-08-17 17:30:16","2026-08-18 05:54:58","앱 리뷰","계정·접근","인증 오류","해결","높음","본인 인증 단계에서 다음 화면으로 넘어가지 않음 (재이용)","인증 전달 경로 확인 필요","인증 발송 이력과 만료 조건 확인 결과 기록 및 재문의 여부 확인"
"CX-202608-0091","2026-08-17 15:48:16","2026-08-17 16:39:16","2026-08-18 02:49:07","채팅","가입·온보딩","초기 설정","해결","일반","처음 이용할 때 필요한 설정 순서를 문의 (안내 확인 후)","온보딩 안내 부족 가능성","초기 설정 도움말 제공 및 노출 위치 검토 결과 기록 및 재문의 여부 확인"
"CX-202608-0006","2026-08-17 16:57:59","2026-08-17 18:07:59","2026-08-19 06:37:36","채팅","계정·접근","인증 오류","해결","일반","인증번호를 입력했지만 인증이 완료되지 않음 (이용 중 확인)","인증 전달 경로 확인 필요","인증 발송 이력과 만료 조건 확인 결과 기록 및 재문의 여부 확인"
"CX-202608-0038","2026-08-17 17:49:43","2026-08-17 18:27:43","2026-08-18 13:28:37","채팅","계정·접근","로그인 실패","해결","일반","정상 계정으로 로그인했지만 접속이 유지되지 않음 (설정 화면 확인 중)","인증 오류 확인 필요","인증 상태 및 오류 로그 확인 결과 기록 및 재문의 여부 확인"
"CX-202608-0025","2026-08-17 19:43:02","2026-08-18 08:05:02","2026-08-18 20:47:10","이메일","계정·접근","로그인 실패","해결","높음","로그인 시도가 반복 실패해 이용을 시작하지 못함 (모바일 이용)","인증 오류 확인 필요","인증 상태 및 오류 로그 확인 결과 기록 및 재문의 여부 확인"
"CX-202608-0016","2026-08-17 22:05:21","2026-08-17 23:12:21","2026-08-18 13:36:50","이메일","계정·접근","로그인 실패","해결","일반","비밀번호 입력 후에도 로그인 화면으로 돌아옴 (첫 이용)","인증 오류 확인 필요","인증 상태 및 오류 로그 확인 결과 기록 및 재문의 여부 확인"
"CX-202608-0223","2026-08-17 22:11:20","2026-08-17 23:54:20","2026-08-18 01:24:02","채팅","서비스 이용","설정 변경","해결","일반","설정 변경 후 적용 여부를 어디서 확인하는지 문의 (모바일 이용)","설정 안내 경로 확인 필요","설정 저장 조건과 변경 경로 안내 결과 기록 및 재문의 여부 확인"
"CX-202608-0036","2026-08-18 09:56:03","2026-08-18 10:15:03","2026-08-18 17:23:05","채팅","계정·접근","인증 오류","해결","긴급","본인 인증 단계에서 다음 화면으로 넘어가지 않음 (모바일 이용)","인증 전달 경로 확인 필요","인증 발송 이력과 만료 조건 확인 결과 기록 및 재문의 여부 확인"
"CX-202608-0018","2026-08-18 10:04:12","2026-08-18 13:34:12","2026-08-19 18:10:27","앱 리뷰","계정·접근","인증 오류","해결","일반","인증번호가 늦게 도착해 입력 시간이 만료됨 (첫 이용)","인증 전달 경로 확인 필요","인증 발송 이력과 만료 조건 확인 결과 기록 및 재문의 여부 확인"
"CX-202608-0278","2026-08-18 11:02:44","2026-08-18 12:50:44","2026-08-19 10:21:48","채팅","오류·장애","화면 오류","해결","일반","화면을 새로 열어도 이전 정보가 계속 나타남 (모바일 이용)","화면 표시 오류 확인 필요","화면 환경과 데이터 갱신 상태 확인 결과 기록 및 재문의 여부 확인"
"CX-202608-0014","2026-08-18 11:53:42","2026-08-18 12:35:42","2026-08-18 18:43:26","채팅","계정·접근","인증 오류","해결","높음","인증번호가 늦게 도착해 입력 시간이 만료됨","인증 전달 경로 확인 필요","인증 발송 이력과 만료 조건 확인 결과 기록 및 재문의 여부 확인"
"CX-202608-0048","2026-08-18 12:01:57","2026-08-18 13:05:57","2026-08-19 02:56:28","채팅","계정·접근","비밀번호 재설정","해결","일반","비밀번호를 변경한 뒤 로그인 방법을 다시 확인 요청","사용 경로 확인 필요","재설정 링크와 안내 절차 확인 결과 기록 및 재문의 여부 확인"
